,Date,CRIX,future,log return CRIX,log return future
120,2020-03-23,14713.1716189356,6300.0,0.03838655699611768,0.01438873745209967
121,2020-03-20,14159.0863672022,6210.0,-0.004914929818818326,-0.004819286435948883
122,2020-03-19,14228.848580753,6240.0,0.13565795209393913,0.1557545294092328
123,2020-03-18,12423.7944586987,5340.0,-0.0010928974932345895,-0.0074627212015896
124,2020-03-17,12437.3798148677,5380.0,0.0615600060536182,0.08734938611909432
125,2020-03-16,11694.8249648417,4930.0,-0.0998593628160687,-0.07801225012315444
126,2020-03-13,12922.9628662161,5330.0,0.09701918393427313,-0.12007351036936305
127,2020-03-12,11728.0875732524,6010.0,-0.44664393429464794,-0.26772552316046827
128,2020-03-11,18331.6769891149,7855.0,-0.0024410487141093436,-0.01766607457833305
129,2020-03-10,18376.4801667788,7995.0,0.00035577195929161886,0.018302814491600594
130,2020-03-09,18369.9434932765,7850.0,-0.14996477576727654,-0.15487834949735121
131,2020-03-06,21342.0776159233,9165.0,0.019123979750067382,-0.003267976764616111
132,2020-03-05,20937.8100787436,9195.0,0.02909068137907022,0.048463953107984264
133,2020-03-04,20337.4891251844,8760.0,-0.0011074974591259816,-0.0011409014357915558
134,2020-03-03,20360.0253198012,8770.0,-0.01793883591919802,-0.02310612799025091
135,2020-03-02,20728.5560971263,8975.0,0.02046473027586857,0.031119908713804472
136,2020-02-28,20308.6629420226,8700.0,-0.005545289199977611,-0.027771691300144393
137,2020-02-27,20421.5931773223,8945.0,-0.0005973592722515785,0.006730255354067889
138,2020-02-26,20433.7958496878,8885.0,-0.068418587215447,-0.06006171721389889
139,2020-02-25,21880.7832975396,9435.0,-0.03789541845010544,-0.032328154139010586
140,2020-02-24,22725.8761793628,9745.0,-0.005999570776320768,-0.01426412366305612
141,2020-02-21,22862.6315083855,9885.0,0.013286289940121997,0.012726056197579123
142,2020-02-20,22560.8809688257,9760.0,-0.007242033929981368,-0.06303252088497512
143,2020-02-19,22724.8606909608,10395.0,-0.058037099337473294,-0.0019221534029590186
144,2020-02-18,24082.769087843,10415.0,-0.02653436695509613,-0.024657484401752916
145,2020-02-14,24730.3436156783,10675.0,0.01623832075781759,0.017482136706482476
146,2020-02-13,24332.0072730865,10490.0,-0.003353889595149691,-0.022621134234401333
147,2020-02-12,24413.7511424401,10730.0,0.024672907981928772,0.013605652055778678
148,2020-02-11,23818.7631322796,10585.0,0.034627558411571786,0.046902480739614755
149,2020-02-10,23008.0942647001,10100.0,0.01320901250898096,0.011952333523841173
